                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     86,                0.61665,                 0.9465,                0.20432,                0.52208,                 1.1054,                0.90098,                0.90994,                0.88193,                0.48559,                0.79103,                    0.8,                0.67518,                0.67229,                 1.1305,                 2.0365,                0.02937,                 2.0937,                 2.1163,               0.000317,               0.000317,               0.000317
                     87,                0.60572,                 1.1736,                0.21497,                0.50074,                 1.0909,                0.88596,                    0.9,                0.88235,                0.49595,                0.77768,                   0.79,                0.66374,                0.66084,                0.73452,                 2.0487,                0.02976,                 2.3396,                 1.5694,              0.0002972,              0.0002972,              0.0002972
                     88,                0.62268,                 1.2891,                0.22061,                0.54994,                 1.1013,                0.90571,                   0.91,                0.89864,                0.50619,                0.78298,                   0.79,                 0.6721,                 0.6697,                0.68277,                 2.0596,                0.03055,                 2.0968,                 1.5129,              0.0002774,              0.0002774,              0.0002774
                     89,                 0.5969,                 1.2684,                0.21586,                0.50504,                 1.0822,                0.90976,                0.90738,                0.88037,                0.41846,                0.79954,                0.79772,                0.67693,                0.67388,                 1.3521,                 2.0303,                0.03331,                 1.9978,                 2.4857,              0.0002576,              0.0002576,              0.0002576
                     90,                0.60976,                 1.1256,                0.21759,                0.49729,                  1.102,                0.87786,                    0.9,                 0.8635,                0.46139,                0.77841,                    0.8,                0.67234,                0.66926,                0.80899,                 2.0382,                0.02915,                 2.4177,                 1.6532,              0.0002378,              0.0002378,              0.0002378
                     91,                0.60995,                 1.0283,                0.22435,                 0.4812,                 1.0886,                0.89258,                   0.89,                0.86446,                0.43855,                0.79076,                   0.79,                0.67757,                0.67453,                 1.0876,                 2.0365,                 0.0384,                 2.3439,                 2.0933,               0.000218,               0.000218,               0.000218
                     92,                0.60332,                0.96492,                0.21674,                 0.4714,                 1.0938,                0.89154,                0.90421,                0.88278,                0.46806,                0.80548,                   0.78,                0.68458,                0.68159,                 1.2837,                 2.0258,                 0.0299,                 2.1775,                 2.3973,              0.0001982,              0.0001982,              0.0001982
                     93,                0.57372,                0.98617,                0.21751,                0.48083,                 1.0848,                0.88854,                   0.89,                0.86799,                0.47436,                  0.798,                    0.8,                0.67686,                0.67381,                  1.098,                 2.0333,                0.03178,                 2.2508,                 2.0935,              0.0001784,              0.0001784,              0.0001784
                     94,                0.60034,                 1.1611,                0.23428,                0.49584,                 1.0944,                 0.8746,                   0.91,                 0.9014,                0.51199,                0.76676,                    0.8,                0.67228,                 0.6694,                 0.6407,                 2.0375,                0.03256,                 2.1609,                 1.4614,              0.0001586,              0.0001586,              0.0001586
                     95,                0.58854,                 1.0823,                0.21225,                0.47775,                 1.0921,                0.90904,                0.89949,                0.89701,                0.47419,                 0.7946,                   0.79,                0.67619,                0.67322,                 1.1375,                 2.0288,                0.03022,                  1.962,                 2.1783,              0.0001388,              0.0001388,              0.0001388
                     96,                0.57544,                0.87688,                0.20718,                0.47314,                  1.077,                0.88669,                    0.9,                0.87751,                0.46718,                0.77724,                   0.79,                0.66485,                0.66195,                 1.1712,                 2.0336,                0.02968,                 1.8942,                 2.2537,               0.000119,               0.000119,               0.000119
                     97,                0.57552,                 1.0559,                0.20424,                0.46946,                 1.0743,                0.90203,                    0.9,                0.88207,                 0.4653,                0.79157,                   0.79,                0.67735,                0.67439,                 1.2603,                  2.031,                0.03286,                 2.0377,                 2.3904,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                0.58374,                 1.1382,                0.21564,                0.46891,                 1.0934,                0.89589,                    0.9,                0.87848,                  0.494,                0.79487,                    0.8,                0.67453,                0.67163,                 1.1717,                 2.0309,                0.03222,                 1.8695,                  2.271,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.57738,                 1.0128,                 0.2213,                0.46218,                 1.0813,                0.89048,                0.89444,                0.87373,                0.46187,                0.79101,                0.79483,                0.67744,                0.67448,                 1.3432,                 2.0269,                0.03307,                 2.1007,                 2.5299,               5.96e-05,               5.96e-05,               5.96e-05
